Gender,Age at which Loan was Taken,Year of Application,A-levels,Education,Employment type,Current Employment Sector,Proposed Business Sector,Current Annual Income,Total Capital,Address,Refree Present,Refree 1,Refree 2,Refree 3,Loan Payment Failure
P,45,2021,63,Business,Contractual,IT,IT,56279,28873,MNP,0,NA,NA,NA,0
P,44,1999,48,Law,Self Business,Civil,Agriculture,93449,61576,TUK,1,Self Business:76398,Self Business:130009,Contractual:96914,0
Q,41,2015,58,STEM,Self Business,Finance,Agriculture,64351,66647,GHI,0,NA,NA,NA,0
C,42,2020,65,Law,Salaried,Agriculture,IT,117597,41646,XYZ,1,Self Business:22309,Contractual:26669,Salaried:40544,1
P,41,2014,72,Arts,Contractual,IT,Civil,105879,23881,PQR,0,NA,NA,NA,1
D,49,2012,83,Law,Salaried,Agriculture,IT,85793,29949,MNP,1,Salaried:60890,Salaried:96592,Self Business:134347,0
C,40,2004,76,Arts,Contractual,Finance,Civil,109194,32560,GHI,1,Contractual:26665,Self Business:37417,Contractual:40649,1
Q,44,2007,52,Business,Self Business,Finance,Civil,81726,71030,ABC,1,Contractual:68345,Salaried:84433,Self Business:48078,1
D,41,2012,43,Arts,Self Business,IT,IT,42658,76403,XYZ,0,NA,NA,NA,0
Q,40,1999,53,Business,Contractual,Finance,IT,137153,57712,PQR,0,NA,NA,NA,0
C,41,2020,85,STEM,Self Business,IT,Civil,56039,48576,PQR,0,NA,NA,NA,1
Q,42,2023,63,Law,Self Business,Finance,Finance,59393,60290,PQR,1,Contractual:44217,Contractual:84593,Contractual:143534,1
D,45,2001,47,Law,Contractual,IT,Civil,123987,23440,XYZ,0,NA,NA,NA,1
P,47,2009,79,STEM,Self Business,IT,Agriculture,136526,34040,GHI,1,Contractual:71667,Self Business:113745,Contractual:109188,0
Q,48,1999,57,Law,Self Business,Agriculture,Agriculture,91396,56968,PQR,1,Contractual:42424,Self Business:49556,Contractual:56254,0
P,49,2005,66,Business,Salaried,Agriculture,Civil,43190,43890,XYZ,0,NA,NA,NA,0
P,42,2007,86,Arts,Contractual,Agriculture,IT,106011,70206,XYZ,0,NA,NA,NA,0
D,40,1998,64,STEM,Salaried,Finance,Civil,101551,75332,MNP,1,Contractual:124219,Contractual:131160,Self Business:103033,1
P,42,2010,88,Arts,Contractual,Civil,IT,144848,49340,XYZ,0,NA,NA,NA,1
C,42,2009,65,Law,Salaried,Civil,Civil,99041,79048,PQR,1,Contractual:66672,Contractual:40057,Contractual:63251,1
P,47,2010,66,Business,Salaried,Civil,Agriculture,124287,78383,ABC,1,Contractual:38999,Self Business:33105,Contractual:39200,1
Q,42,2021,88,STEM,Self Business,Agriculture,Agriculture,79332,72974,TUK,1,Contractual:25762,Contractual:24218,Contractual:40290,1
P,40,2000,90,Law,Salaried,IT,Finance,69315,38832,TUK,1,Self Business:115763,Self Business:94439,Salaried:148350,0
P,43,2003,60,Law,Self Business,Civil,Agriculture,109919,51354,XYZ,0,NA,NA,NA,0
Q,40,2019,40,STEM,Salaried,Finance,Agriculture,87173,75215,MNP,1,Salaried:138654,Contractual:90997,Salaried:66344,0
P,42,2014,83,Arts,Salaried,IT,IT,77435,69279,TUK,1,Self Business:45282,Contractual:50666,Self Business:85821,1
D,46,2021,78,STEM,Contractual,IT,Finance,38683,46411,PQR,0,NA,NA,NA,1
D,50,2018,87,STEM,Contractual,IT,Finance,133682,69909,PQR,0,NA,NA,NA,0
Q,42,2011,86,STEM,Contractual,Finance,Finance,54398,25391,GHI,1,Self Business:138214,Salaried:106533,Salaried:99482,0
D,46,2010,85,Law,Contractual,Civil,IT,36861,38235,XYZ,0,NA,NA,NA,1
C,50,2008,58,Arts,Salaried,Finance,Civil,72508,24330,TUK,1,Contractual:67111,Self Business:117175,Contractual:95143,0
Q,40,2012,72,Law,Contractual,Agriculture,Agriculture,139753,56441,GHI,0,NA,NA,NA,0
P,41,2015,80,Business,Self Business,IT,Agriculture,126679,76482,ABC,1,Self Business:32877,Contractual:35949,Self Business:40133,1
D,50,2012,80,Arts,Self Business,Civil,Civil,130256,67148,GHI,1,Self Business:130656,Salaried:110801,Self Business:61645,0
D,48,2003,82,Business,Contractual,Agriculture,IT,25187,23709,PQR,1,Contractual:104951,Self Business:75049,Self Business:149753,1
Q,41,2001,52,Business,Salaried,Civil,Finance,50904,34342,GHI,0,NA,NA,NA,1
P,47,2003,85,Law,Self Business,Agriculture,Agriculture,135747,34222,GHI,0,NA,NA,NA,1
P,43,2019,63,Arts,Contractual,IT,Civil,47812,57826,TUK,1,Contractual:22213,Contractual:22567,Self Business:40494,1
P,46,2007,43,STEM,Contractual,Civil,IT,93706,76031,MNP,1,Salaried:55785,Contractual:81749,Salaried:84435,1
D,45,2010,72,Law,Self Business,Agriculture,Finance,149823,23798,PQR,1,Self Business:41736,Self Business:44390,Salaried:45141,1
D,45,1999,74,Business,Contractual,Agriculture,Civil,71273,42433,TUK,1,Self Business:29022,Salaried:28319,Contractual:39861,1
C,48,2017,81,Business,Salaried,Agriculture,Civil,65258,68687,MNP,1,Contractual:43251,Contractual:87295,Contractual:109335,1
P,40,1999,64,Business,Self Business,Finance,Civil,41073,20311,XYZ,0,NA,NA,NA,1
Q,47,2001,72,STEM,Self Business,Civil,IT,70694,30330,MNP,0,NA,NA,NA,0
Q,43,2008,68,STEM,Salaried,Agriculture,IT,126793,33073,GHI,1,Contractual:44238,Contractual:80152,Contractual:47357,1
D,48,2005,46,Law,Salaried,Finance,IT,137066,48660,PQR,0,NA,NA,NA,0
C,43,2001,66,Law,Salaried,IT,Civil,104161,34281,ABC,0,NA,NA,NA,1
P,41,2021,51,STEM,Self Business,Civil,Agriculture,74279,67636,MNP,0,NA,NA,NA,0
D,48,2017,79,Business,Contractual,Civil,Finance,149292,65474,GHI,1,Contractual:101100,Contractual:90355,Self Business:69625,1
P,41,2009,73,STEM,Salaried,Agriculture,Agriculture,107994,47872,ABC,0,NA,NA,NA,0
Q,45,2014,61,Arts,Salaried,Agriculture,Agriculture,55047,74669,XYZ,1,Contractual:56316,Self Business:118409,Self Business:99182,0
C,47,2022,90,STEM,Salaried,IT,IT,88780,52986,XYZ,0,NA,NA,NA,0
Q,49,2000,51,Business,Contractual,Agriculture,Finance,63245,40791,ABC,1,Contractual:34119,Contractual:32606,Self Business:39256,1
P,47,2010,63,Law,Contractual,Agriculture,IT,93846,48325,TUK,1,Self Business:82918,Self Business:71079,Self Business:120432,0
P,46,1998,72,Law,Self Business,Civil,Finance,118117,34483,GHI,0,NA,NA,NA,1
D,43,2009,71,STEM,Contractual,Civil,Civil,102207,27739,GHI,0,NA,NA,NA,1
P,42,2000,81,Business,Contractual,Finance,Civil,139977,45048,TUK,0,NA,NA,NA,1
C,46,2017,60,Law,Self Business,IT,IT,86718,59748,TUK,0,NA,NA,NA,0
P,50,2008,77,Arts,Self Business,Finance,Civil,72293,77098,TUK,0,NA,NA,NA,0
P,42,2005,83,Arts,Salaried,Agriculture,Agriculture,102123,78804,GHI,1,Self Business:120838,Contractual:94293,Salaried:60162,1
C,49,2009,58,STEM,Self Business,IT,Agriculture,73877,59169,PQR,0,NA,NA,NA,1
P,50,2020,79,Law,Salaried,IT,Finance,140173,27994,ABC,1,Salaried:90011,Contractual:129718,Salaried:137073,0
C,42,2019,62,Business,Contractual,Agriculture,Agriculture,72472,66979,XYZ,1,Contractual:65057,Self Business:127395,Self Business:50224,0
Q,47,2002,46,Arts,Contractual,Civil,Agriculture,90590,23667,XYZ,0,NA,NA,NA,1
D,46,2005,66,STEM,Salaried,Agriculture,Agriculture,88404,27712,XYZ,1,Contractual:47330,Contractual:97463,Contractual:54106,0
P,40,2021,87,Arts,Self Business,Finance,Finance,114106,71005,PQR,1,Self Business:137244,Self Business:56931,Self Business:95920,0
D,43,2020,58,STEM,Self Business,Finance,Civil,69546,23089,ABC,1,Self Business:121578,Salaried:139165,Self Business:139502,1
P,50,2020,64,Business,Contractual,Finance,Agriculture,54579,77620,TUK,1,Contractual:118422,Self Business:114297,Contractual:149358,0
Q,48,2014,84,Arts,Contractual,Finance,IT,30345,59442,XYZ,0,NA,NA,NA,1
Q,48,1999,77,STEM,Salaried,Agriculture,Civil,84400,37533,TUK,1,Self Business:92184,Contractual:76833,Salaried:40999,0
C,41,2021,82,Arts,Self Business,Finance,Civil,131692,26438,GHI,0,NA,NA,NA,1
P,41,2012,74,Arts,Contractual,Finance,Civil,60327,51946,PQR,0,NA,NA,NA,1
D,48,1998,56,Law,Contractual,Civil,Civil,73727,59752,ABC,1,Salaried:43081,Contractual:105877,Contractual:115339,0
D,49,2008,62,STEM,Salaried,Finance,Civil,58933,31130,PQR,0,NA,NA,NA,1
D,43,2001,88,Arts,Salaried,Agriculture,Agriculture,119801,58380,GHI,0,NA,NA,NA,1
Q,43,2004,89,Business,Contractual,IT,Agriculture,105294,57019,MNP,0,NA,NA,NA,0
Q,50,2001,55,STEM,Contractual,Finance,Agriculture,47363,70733,XYZ,1,Salaried:119244,Self Business:91102,Salaried:85665,1
Q,47,2022,71,Arts,Salaried,IT,IT,117066,75235,PQR,1,Contractual:58391,Salaried:85124,Self Business:123228,0
P,44,2015,68,Business,Salaried,Agriculture,IT,122243,23105,PQR,0,NA,NA,NA,0
D,43,2002,86,STEM,Salaried,Agriculture,Finance,53220,25594,ABC,1,Salaried:124991,Salaried:63298,Salaried:81945,1
Q,41,2015,76,Law,Self Business,IT,Civil,112011,50985,ABC,1,Salaried:129980,Contractual:100976,Salaried:52468,0
P,45,2012,55,STEM,Salaried,Finance,Civil,149851,58800,TUK,1,Self Business:69923,Salaried:125091,Salaried:128727,1
C,41,1999,68,Business,Self Business,Finance,Finance,142778,24433,PQR,1,Self Business:43263,Self Business:81668,Contractual:122443,0
D,44,2019,58,Business,Contractual,Finance,Civil,30886,57388,TUK,0,NA,NA,NA,1
D,42,1999,57,Arts,Salaried,Civil,Finance,133731,69704,MNP,0,NA,NA,NA,0
P,40,2011,67,Arts,Salaried,Civil,Civil,126457,54273,XYZ,1,Self Business:77579,Self Business:53932,Contractual:111886,1
P,50,2016,60,Law,Contractual,Civil,Civil,136956,50426,XYZ,0,NA,NA,NA,0
D,48,1999,50,STEM,Salaried,Finance,Civil,81146,31229,GHI,1,Contractual:102641,Contractual:96237,Self Business:100106,1
C,43,2000,55,Business,Contractual,IT,Civil,25334,23238,MNP,0,NA,NA,NA,1
P,45,2021,58,Arts,Salaried,Finance,Agriculture,103817,79211,XYZ,0,NA,NA,NA,1
P,44,2021,87,Law,Self Business,Finance,Civil,84944,28343,XYZ,0,NA,NA,NA,1
D,43,2017,72,Arts,Self Business,Civil,Agriculture,77099,29932,TUK,0,NA,NA,NA,0
P,45,2016,89,Arts,Salaried,IT,Civil,89276,69312,TUK,1,Contractual:70464,Contractual:124540,Self Business:117349,0
Q,45,2002,70,STEM,Contractual,Finance,Finance,36734,39301,ABC,0,NA,NA,NA,1
C,50,2023,78,Business,Contractual,IT,Agriculture,115823,70872,PQR,1,Self Business:134957,Contractual:57536,Contractual:102983,1
P,46,2023,46,Business,Salaried,Agriculture,Finance,135531,59667,XYZ,0,NA,NA,NA,0
C,40,2010,50,Law,Contractual,Finance,Finance,37953,46746,XYZ,0,NA,NA,NA,1
D,45,2017,46,STEM,Self Business,IT,Agriculture,145238,51774,XYZ,0,NA,NA,NA,0
C,45,2000,55,Law,Self Business,Civil,Finance,46058,45888,MNP,0,NA,NA,NA,0
C,45,2000,68,Arts,Self Business,IT,Agriculture,73973,66588,ABC,1,Contractual:69993,Self Business:100663,Salaried:140458,0
P,46,1999,76,Law,Contractual,Civil,Civil,64812,57502,ABC,0,NA,NA,NA,0
D,47,2019,73,Law,Salaried,Agriculture,IT,94337,58914,XYZ,1,Contractual:69362,Contractual:66910,Contractual:40608,1
Q,43,2010,74,Business,Contractual,Agriculture,Agriculture,21994,61529,ABC,1,Salaried:120158,Salaried:49856,Self Business:63879,1
P,49,2007,54,Arts,Contractual,Civil,IT,120791,52835,ABC,1,Salaried:130856,Contractual:69336,Salaried:114971,0
Q,47,2011,78,Law,Salaried,Agriculture,Finance,114899,22212,ABC,1,Self Business:37745,Self Business:20540,Salaried:40457,1
P,45,2017,41,Business,Self Business,IT,Civil,103262,31145,GHI,1,Salaried:114531,Self Business:52078,Self Business:104125,0
Q,49,2021,48,Law,Salaried,Agriculture,Agriculture,59630,59845,PQR,1,Self Business:143166,Salaried:144826,Contractual:43363,0
C,44,2016,47,STEM,Salaried,Agriculture,Agriculture,55909,37816,MNP,1,Self Business:21613,Self Business:22752,Contractual:40720,1
C,44,2004,80,Arts,Contractual,IT,IT,63840,37435,PQR,1,Contractual:100972,Contractual:135700,Salaried:96884,0
C,45,2019,89,STEM,Self Business,Finance,Civil,89329,34344,ABC,1,Contractual:24415,Contractual:29042,Salaried:40360,1
D,42,2001,87,Law,Contractual,Finance,Civil,114343,46564,ABC,1,Contractual:78001,Contractual:127631,Self Business:126850,1
P,46,2014,83,Arts,Salaried,IT,Civil,77168,46334,MNP,0,NA,NA,NA,0
P,42,2011,80,Law,Contractual,Agriculture,Civil,105480,76194,XYZ,1,Self Business:37695,Salaried:33403,Self Business:40774,1
P,42,2001,46,Law,Salaried,IT,Civil,74078,77074,TUK,1,Salaried:66438,Salaried:67127,Contractual:42150,1
C,49,2020,42,Arts,Self Business,Civil,Civil,41675,67279,PQR,0,NA,NA,NA,1
D,50,2016,47,Law,Contractual,Agriculture,Agriculture,46430,49235,XYZ,0,NA,NA,NA,0
Q,48,2011,63,STEM,Contractual,Civil,Agriculture,147295,23714,ABC,1,Contractual:56530,Contractual:126372,Self Business:97174,0
Q,48,2002,58,Arts,Contractual,IT,IT,57186,20999,XYZ,1,Salaried:138187,Contractual:92280,Contractual:77514,1
P,50,2006,85,Law,Self Business,Agriculture,Agriculture,56814,46755,PQR,0,NA,NA,NA,0
Q,42,2020,46,Law,Self Business,Finance,Civil,141752,21350,PQR,0,NA,NA,NA,1
C,50,2020,43,Business,Salaried,Civil,Finance,122197,34915,ABC,0,NA,NA,NA,0
D,40,2006,76,Arts,Salaried,Finance,Civil,50922,53533,MNP,0,NA,NA,NA,0
D,43,2006,52,Business,Salaried,IT,Civil,71141,30305,GHI,1,Contractual:134054,Contractual:123736,Self Business:100100,1
P,47,2002,63,Arts,Salaried,IT,Agriculture,96070,27415,XYZ,1,Contractual:82188,Contractual:97154,Contractual:120341,1
P,46,2013,75,Arts,Self Business,Civil,Finance,87012,42585,ABC,1,Contractual:145571,Contractual:66328,Self Business:144818,1
C,50,2020,67,STEM,Salaried,Finance,IT,93272,62678,XYZ,1,Contractual:118273,Self Business:83912,Self Business:108700,0
D,44,2005,72,STEM,Self Business,Finance,Agriculture,122630,22286,GHI,0,NA,NA,NA,1
C,44,2022,40,Arts,Contractual,Civil,Finance,36281,36453,TUK,1,Contractual:121096,Salaried:139079,Contractual:141487,1
C,47,2017,63,STEM,Contractual,Agriculture,IT,143006,51671,XYZ,1,Contractual:73105,Contractual:99203,Contractual:51303,1
P,50,2019,71,Business,Self Business,Civil,IT,62336,22229,TUK,0,NA,NA,NA,0
C,41,2003,75,Business,Contractual,IT,Civil,27470,65309,MNP,1,Self Business:112661,Contractual:64867,Salaried:74982,1
D,41,2005,43,STEM,Salaried,Finance,Finance,97288,36223,TUK,0,NA,NA,NA,0
D,47,2003,72,STEM,Contractual,Finance,Finance,49206,38718,TUK,0,NA,NA,NA,0
P,47,2001,48,Law,Salaried,Agriculture,IT,104551,23868,MNP,0,NA,NA,NA,1
D,50,2001,88,STEM,Salaried,IT,Civil,130146,22882,GHI,0,NA,NA,NA,1
P,45,2012,58,Law,Salaried,Agriculture,IT,109968,51889,XYZ,0,NA,NA,NA,0
D,46,2014,87,Business,Salaried,Civil,Agriculture,133422,41775,PQR,1,Salaried:97947,Salaried:44829,Self Business:112570,0
C,40,2002,57,Law,Contractual,Finance,Agriculture,114529,72489,ABC,1,Contractual:58478,Self Business:99745,Contractual:91699,0
P,40,2013,71,Arts,Contractual,IT,Civil,84408,43140,MNP,0,NA,NA,NA,0
P,46,2019,65,Arts,Self Business,IT,Agriculture,143960,44962,TUK,0,NA,NA,NA,0
C,43,2001,87,Business,Salaried,Finance,IT,98592,46736,PQR,0,NA,NA,NA,0
D,41,2001,66,Arts,Contractual,Finance,Agriculture,133783,75235,ABC,1,Self Business:107067,Self Business:69625,Self Business:53633,1
Q,40,2021,51,Business,Contractual,IT,Agriculture,145410,57228,TUK,0,NA,NA,NA,1
D,43,2007,86,Arts,Salaried,IT,Agriculture,105031,57929,PQR,0,NA,NA,NA,0
D,49,1998,85,Arts,Salaried,IT,Civil,69080,72236,ABC,1,Salaried:21619,Contractual:30494,Self Business:40776,1
P,43,2001,89,Business,Contractual,IT,Finance,134107,48039,TUK,0,NA,NA,NA,0
P,44,2004,51,STEM,Contractual,Civil,Agriculture,36184,25139,XYZ,0,NA,NA,NA,1
P,45,2002,58,Law,Contractual,Finance,Finance,113409,49849,ABC,1,Salaried:37853,Salaried:24219,Self Business:39266,1
D,41,2017,64,STEM,Self Business,Civil,IT,71340,67394,PQR,1,Salaried:52646,Salaried:61071,Self Business:129075,0
P,45,2008,64,Law,Self Business,Finance,Finance,82433,74738,MNP,0,NA,NA,NA,0
Q,44,1998,88,STEM,Contractual,Agriculture,Finance,67254,36374,MNP,0,NA,NA,NA,1
C,50,2016,48,STEM,Contractual,Finance,Agriculture,21181,73246,MNP,1,Self Business:121311,Salaried:60002,Salaried:87369,1
D,42,2010,46,STEM,Contractual,IT,IT,129375,61847,MNP,1,Contractual:32175,Self Business:23094,Contractual:39339,1
P,50,2003,47,STEM,Salaried,Civil,Finance,141004,51368,GHI,0,NA,NA,NA,0
D,43,2006,43,STEM,Salaried,IT,Civil,132763,56552,TUK,0,NA,NA,NA,0
Q,44,2018,77,Business,Contractual,Finance,Civil,137023,29262,PQR,0,NA,NA,NA,1
C,48,2010,86,STEM,Self Business,Agriculture,Civil,88194,22494,TUK,1,Salaried:34810,Contractual:38603,Salaried:40168,1
Q,44,2002,55,Business,Self Business,Agriculture,Civil,126970,70089,PQR,0,NA,NA,NA,0
C,50,2002,86,Law,Salaried,Finance,IT,144693,71959,GHI,0,NA,NA,NA,1
D,42,2018,84,STEM,Salaried,IT,IT,112190,34790,XYZ,0,NA,NA,NA,0
C,43,2009,78,Business,Salaried,Agriculture,IT,67645,47738,ABC,0,NA,NA,NA,0
D,42,2005,60,Arts,Salaried,Finance,Civil,129395,49520,GHI,1,Salaried:110965,Self Business:73252,Contractual:48813,0
Q,48,2000,87,STEM,Self Business,Civil,IT,58083,54226,GHI,1,Self Business:48171,Salaried:104443,Contractual:143895,0
C,50,2001,72,Arts,Salaried,IT,Agriculture,46756,69143,XYZ,1,Self Business:21450,Salaried:26750,Salaried:39814,1
D,49,2020,72,Law,Self Business,Agriculture,Civil,64493,41843,TUK,0,NA,NA,NA,1
C,50,2011,73,Business,Salaried,IT,Finance,138789,44198,TUK,1,Self Business:117965,Self Business:138675,Salaried:100505,0
Q,40,2005,50,Business,Self Business,Finance,Finance,58401,51404,ABC,1,Self Business:125886,Salaried:134065,Contractual:115882,0
D,44,2017,62,Business,Salaried,Finance,Civil,149757,49078,TUK,1,Contractual:96488,Salaried:85100,Salaried:122863,0
D,40,2021,61,Arts,Salaried,Agriculture,Civil,137719,33585,TUK,1,Contractual:25033,Self Business:23008,Self Business:40429,1
Q,45,2019,66,Arts,Salaried,IT,IT,59656,64221,MNP,1,Contractual:144721,Contractual:89208,Contractual:71716,1
C,42,2023,68,Business,Self Business,IT,IT,52312,42241,PQR,0,NA,NA,NA,0
D,42,2001,72,Business,Self Business,Civil,Finance,82194,24521,MNP,1,Self Business:54710,Salaried:119283,Contractual:149465,0
Q,40,2003,82,Business,Self Business,Civil,Agriculture,92494,77655,TUK,1,Self Business:116996,Salaried:130441,Salaried:137812,1
D,50,2020,57,Law,Contractual,Agriculture,Civil,84435,34762,TUK,1,Self Business:117140,Self Business:103497,Salaried:129093,0
P,49,2023,87,Arts,Contractual,Agriculture,Civil,63251,42286,GHI,0,NA,NA,NA,0
Q,45,2005,52,Business,Salaried,Civil,IT,110467,69048,MNP,1,Contractual:128695,Self Business:146529,Salaried:69808,0
C,49,2002,78,STEM,Self Business,IT,IT,134159,76767,XYZ,1,Salaried:69721,Salaried:114214,Self Business:107354,1
P,41,2007,63,STEM,Contractual,Civil,Finance,40252,73457,TUK,0,NA,NA,NA,1
D,42,2021,60,Law,Salaried,Agriculture,Civil,44419,47089,GHI,1,Contractual:141608,Contractual:89578,Self Business:91296,0
P,50,2003,54,Arts,Salaried,Agriculture,IT,134215,69271,XYZ,1,Contractual:126664,Contractual:125207,Contractual:67580,1
P,48,2020,68,Law,Self Business,Agriculture,Civil,119383,54229,TUK,0,NA,NA,NA,1
P,45,2005,70,Arts,Contractual,Civil,Agriculture,142851,45948,GHI,0,NA,NA,NA,0
P,49,2021,88,STEM,Self Business,IT,Civil,55576,41171,GHI,0,NA,NA,NA,1
Q,49,2016,58,Law,Contractual,Agriculture,Civil,65810,50710,MNP,0,NA,NA,NA,0
C,49,2007,56,Business,Self Business,Finance,Civil,58916,25941,XYZ,1,Contractual:114740,Self Business:122144,Salaried:99828,0
C,47,2002,54,Law,Self Business,Agriculture,IT,96734,42664,PQR,0,NA,NA,NA,0
D,48,2021,46,Arts,Self Business,Agriculture,Civil,88710,39482,GHI,0,NA,NA,NA,1
C,46,2001,46,Arts,Contractual,Finance,IT,125493,38547,PQR,0,NA,NA,NA,0
C,43,2011,41,Law,Contractual,IT,Agriculture,108139,46122,XYZ,1,Contractual:101622,Contractual:89674,Self Business:50823,1
Q,47,2011,49,STEM,Contractual,Agriculture,IT,27058,63128,PQR,1,Salaried:61173,Salaried:89036,Salaried:58164,1
P,42,2009,86,Law,Salaried,Finance,Agriculture,132661,27331,MNP,1,Contractual:90596,Contractual:49349,Salaried:84643,1
D,42,2021,49,Law,Contractual,Agriculture,IT,90609,76242,XYZ,0,NA,NA,NA,0
D,43,2008,90,Arts,Contractual,Finance,Agriculture,138802,78937,PQR,1,Contractual:47873,Contractual:115919,Self Business:130201,0
D,42,1998,61,Arts,Contractual,Civil,IT,53270,45543,XYZ,1,Contractual:92888,Self Business:117971,Salaried:51922,0
C,47,2005,74,Law,Salaried,Finance,Finance,82552,54294,ABC,0,NA,NA,NA,0
P,40,2010,85,Arts,Contractual,Civil,Agriculture,80600,71131,XYZ,1,Contractual:102276,Self Business:89032,Self Business:84806,1
D,40,2011,42,STEM,Contractual,Finance,Agriculture,26551,64706,ABC,1,Self Business:138949,Salaried:46774,Contractual:50286,1
P,40,2020,46,STEM,Self Business,Civil,Civil,139815,57776,ABC,0,NA,NA,NA,1
D,50,2002,83,Arts,Self Business,Finance,Finance,135678,47133,TUK,0,NA,NA,NA,0
C,42,2016,50,STEM,Contractual,Finance,Civil,116215,33003,ABC,0,NA,NA,NA,1
Q,40,2002,40,Business,Contractual,Civil,IT,57137,21777,XYZ,1,Salaried:67497,Contractual:63348,Self Business:109534,1
C,40,2004,69,Arts,Self Business,IT,Finance,73872,20646,TUK,0,NA,NA,NA,0
Q,49,2007,84,Business,Self Business,Civil,Civil,76069,64160,MNP,1,Contractual:54344,Contractual:101866,Salaried:75754,0
P,43,2000,60,STEM,Salaried,Agriculture,IT,49200,37457,PQR,0,NA,NA,NA,1
P,42,2008,57,Law,Contractual,Agriculture,Finance,132388,37949,PQR,1,Contractual:89907,Contractual:115286,Contractual:55641,1
C,47,1999,73,Arts,Contractual,IT,Civil,37273,40576,TUK,1,Salaried:90509,Salaried:105441,Self Business:66640,1
P,50,2012,76,STEM,Self Business,IT,Civil,93106,55824,PQR,1,Self Business:34474,Contractual:25404,Self Business:40657,1
D,43,2002,61,Law,Contractual,Civil,Agriculture,94241,40153,MNP,1,Self Business:147359,Salaried:114998,Salaried:146600,0
D,40,2001,57,Business,Self Business,Civil,Civil,123023,56778,PQR,0,NA,NA,NA,0
P,40,2001,77,STEM,Contractual,Civil,IT,137358,30622,GHI,1,Contractual:105940,Self Business:120205,Salaried:115738,0
D,50,1999,43,STEM,Salaried,Agriculture,Finance,51612,47090,PQR,0,NA,NA,NA,0
Q,45,2001,71,STEM,Salaried,Finance,Agriculture,78406,47285,XYZ,0,NA,NA,NA,1
D,46,2001,88,Arts,Self Business,Civil,Civil,118238,22168,GHI,0,NA,NA,NA,1
C,47,2020,85,Law,Self Business,Civil,Finance,85556,56431,GHI,1,Salaried:27541,Self Business:31932,Contractual:39433,1
